#ZIPCODE,CITY,AREA,ROAD,CMP_LABLE,EVEN,LANE,LANE1,ALLEY,ALLEY1,NO_BGN,NO_BGN1,NO_END,NO_END1,FLOOR,FLOOR1,SCOOP,ROAD_NO,EXP,RMK
700,台南市,中西區,民權路２段,0,,,,0,,,0,,0,,,全,225271,,0000000000
700,台南市,中西區,民權路３段,0,,,,0,,,0,,0,,,全,225301,,0000000000
700,台南市,中西區,民權路４段,0,,,,0,,,0,,0,,,全,225331,,0000000000
702,台南市,南區,永仁街,0,,,,0,,,0,,0,,,全,226351,,0000000000
702,台南市,南區,永吉街,0,,,,0,,,0,,0,,,全,227131,,0000000000
709,台南市,安南區,永安二街,0,,,,0,,,0,,0,,,全,227521,,0000000000
702,台南市,南區,永安街,0,,,,0,,,0,,0,,,全,227911,,0000000000
709,台南市,安南區,永安路,0,,,,0,,,0,,0,,,全,227941,,0000000000
700,台南市,中西區,永和街,0,,,,0,,,0,,0,,,全,228781,,0000000000
702,台南市,南區,永南一街,0,,,,0,,,0,,0,,,全,230551,,0000000000
702,台南市,南區,永南二街,0,,,,0,,,0,,0,,,全,230581,,0000000000
702,台南市,南區,永南三街,0,,,,0,,,0,,0,,,全,230611,,0000000000
702,台南市,南區,永南四街,0,,,,0,,,0,,0,,,全,230641,,0000000000
702,台南市,南區,永南街,0,,,,0,,,0,,0,,,全,230671,,0000000000
702,台南市,南區,永春街,0,,,,0,,,0,,0,,,全,231361,,0000000000
700,台南市,中西區,永華一街,0,,,,0,,,0,,0,,,全,233041,,0000000000
708,台南市,安平區,永華七街,0,,,,0,,,0,,0,,,全,233221,,0000000000
708,台南市,安平區,永華九街,0,,,,0,,,0,,0,,,全,233281,,0000000000
708,台南市,安平區,永華二街,0,,,,0,,,0,,0,,,全,233071,,0000000000
708,台南市,安平區,永華八街,0,,,,0,,,0,,0,,,全,233251,,0000000000
708,台南市,安平區,永華十一街,0,,,,0,,,0,,0,,,全,233341,,0000000000
708,台南市,安平區,永華十二街,0,,,,0,,,0,,0,,,全,233371,,0000000000
708,台南市,安平區,永華十街,0,,,,0,,,0,,0,,,全,233311,,0000000000
708,台南市,安平區,永華三街,0,,,,0,,,0,,0,,,全,233101,,0000000000
708,台南市,安平區,永華五街,0,,,,0,,,0,,0,,,全,233161,,0000000000
708,台南市,安平區,永華六街,0,,,,0,,,0,,0,,,全,233191,,0000000000
708,台南市,安平區,永華四街,0,,,,0,,,0,,0,,,全,233131,,0000000000
702,台南市,南區,永華路,1,1,,,0,,,0,,0,,,單全,233431,,0000000000
700,台南市,中西區,永華路,2,2,,,0,,,0,,0,,,雙全,233431,,0000000000
708,台南市,安平區,永華路２段,0,,,,0,,,0,,0,,,全,233491,,0000000000
700,台南市,中西區,永福路１段,0,,,,0,,,0,,0,,,全,235741,,0000000000
700,台南市,中西區,永福路２段,0,,,,0,,,0,,0,,,全,235771,,0000000000
700,台南市,中西區,永樂市場,0,,,,0,,,0,,0,,,全,236101,,0000000000
702,台南市,南區,永興一街,0,,,,0,,,0,,0,,,全,236371,,0000000000
702,台南市,南區,永興二街,0,,,,0,,,0,,0,,,全,236431,,0000000000
702,台南市,南區,永興三街,0,,,,0,,,0,,0,,,全,236461,,0000000000
702,台南市,南區,永興四街,0,,,,0,,,0,,0,,,全,236491,,0000000000
701,台南市,東區,生產路,0,,,,0,,,0,,0,,,全,242251,,0000000000
701,台南市,東區,立德一路,0,,,,0,,,0,,0,,,全,256201,,0000000000
701,台南市,東區,立德七路,0,,,,0,,,0,,0,,,全,256381,,0000000000
701,台南市,東區,立德九路,0,,,,0,,,0,,0,,,全,256441,,0000000000
701,台南市,東區,立德二路,0,,,,0,,,0,,0,,,全,256231,,0000000000
701,台南市,東區,立德八路,0,,,,0,,,0,,0,,,全,256411,,0000000000
701,台南市,東區,立德十一路,0,,,,0,,,0,,0,,,全,256501,,0000000000
701,台南市,東區,立德十路,0,,,,0,,,0,,0,,,全,256471,,0000000000
701,台南市,東區,立德三路,0,,,,0,,,0,,0,,,全,256261,,0000000000
701,台南市,東區,立德五路,0,,,,0,,,0,,0,,,全,256321,,0000000000
701,台南市,東區,立德六路,0,,,,0,,,0,,0,,,全,256351,,0000000000
701,台南市,東區,立德四路,0,,,,0,,,0,,0,,,全,256291,,0000000000
708,台南市,安平區,光州一街,0,,,,0,,,0,,0,,,全,258451,,0000000000
708,台南市,安平區,光州七街,0,,,,0,,,0,,0,,,全,258631,,0000000000
708,台南市,安平區,光州二街,0,,,,0,,,0,,0,,,全,258481,,0000000000
708,台南市,安平區,光州八街,0,,,,0,,,0,,0,,,全,258661,,0000000000
708,台南市,安平區,光州三街,0,,,,0,,,0,,0,,,全,258511,,0000000000
708,台南市,安平區,光州五街,0,,,,0,,,0,,0,,,全,258571,,0000000000
708,台南市,安平區,光州六街,0,,,,0,,,0,,0,,,全,258601,,0000000000
708,台南市,安平區,光州四街,0,,,,0,,,0,,0,,,全,258541,,0000000000
701,台南市,東區,光明街,0,,,,0,,,0,,0,,,全,259951,,0000000000
708,台南市,安平區,光洲路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
704,台南市,北區,光復新村,0,,,,0,,,0,,0,,,全,261901,,0000000000
701,台南市,東區,光華街,0,,,,0,,,0,,0,,,全,263281,,0000000000
708,台南市,安平區,同平路,0,,,,0,,,0,,0,,,全,270631,,0000000000
709,台南市,安南區,同安路,0,,,,0,,,0,,0,,,全,270901,,0000000000
709,台南市,安南區,安中路１段,0,,,,0,,,0,,0,,,全,279691,,0000000000
709,台南市,安南區,安中路２段,0,,,,0,,,0,,0,,,全,279721,,0000000000
709,台南市,安南區,安中路３段,0,,,,0,,,0,,0,,,全,279751,,0000000000
709,台南市,安南區,安中路５段,0,,,,0,,,0,,0,,,全,279811,,0000000000
709,台南市,安南區,安中路６段,0,,,,0,,,0,,0,,,全,279841,,0000000000
709,台南市,安南區,安中路４段,0,,,,0,,,0,,0,,,全,279781,,0000000000
708,台南市,安平區,安北路,0,,,,0,,,0,,0,,,全,280171,,0000000000
700,台南市,中西區,安平路,6,1,,,0,,1,0,9,0,,,"單   1號至   9號",280261,,0001000000
708,台南市,安平區,安平路,7,2,,,0,,2,0,498,0,,,"雙   2號至 498號",280261,,0002000000
708,台南市,安平區,安平路,6,1,,,0,,11,0,9999,0,,,"單  11號以上",280261,,0011000000
708,台南市,安平區,安平路,c,1,500,,0,,1,0,93,0,,,"　 500巷單   1號至  93號",280261,,0500000001
708,台南市,安平區,安平路,d,2,500,,0,,2,0,82,0,,,"　 500巷雙   2號至  82號",280261,,0500000002
700,台南市,中西區,安平路,d,2,500,,0,,84,0,9998,0,,,"　 500巷雙  84號以上",280261,,0500000084
700,台南市,中西區,安平路,c,1,500,,0,,95,0,9999,0,,,"　 500巷單  95號以上",280261,,0500000095
709,台南市,安南區,安生街,0,,,,0,,,0,,0,,,全,280411,,0000000000
709,台南市,安南區,安和路１段,0,,,,0,,,0,,0,,,全,281611,,0000000000
709,台南市,安南區,安和路２段,0,,,,0,,,0,,0,,,全,281641,,0000000000
709,台南市,安南區,安和路３段,0,,,,0,,,0,,0,,,全,281671,,0000000000
709,台南市,安南區,安和路５段,0,,,,0,,,0,,0,,,全,281731,,0000000000
709,台南市,安南區,安和路６段,0,,,,0,,,0,,0,,,全,281761,,0000000000
709,台南市,安南區,安和路４段,0,,,,0,,,0,,0,,,全,281701,,0000000000
709,台南市,安南區,安昌街,0,,,,0,,,0,,0,,,全,282061,,0000000000
709,台南市,安南區,安明路３段,0,,,,0,,,0,,0,,,全,282151,,0000000000
709,台南市,安南區,安明路４段,0,,,,0,,,0,,0,,,全,282181,,0000000000
709,台南市,安南區,安通路５段,0,,,,0,,,0,,0,,,全,283861,,0000000000
709,台南市,安南區,安通路６段,0,,,,0,,,0,,0,,,全,283891,,0000000000
709,台南市,安南區,安通路４段,0,,,,0,,,0,,0,,,全,283831,,0000000000
709,台南市,安南區,安富街,0,,,,0,,,0,,0,,,全,283921,,0000000000
709,台南市,安南區,安溪一街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,安溪七街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,安溪九街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,安溪二街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,安溪八街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,安溪三街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,安溪五街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,安溪六街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,安溪四街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,安溪街,0,,,,0,,,0,,0,,,全,284851,,0000000000
709,台南市,安南區,安寧街,0,,,,0,,,0,,0,,,全,285331,,0000000000
709,台南市,安南區,安興街,0,,,,0,,,0,,0,,,全,286141,,0000000000
709,台南市,安南區,安豐一街,0,,,,0,,,0,,0,,,全,286231,,0000000000
709,台南市,安南區,安豐二街,0,,,,0,,,0,,0,,,全,286261,,0000000000
709,台南市,安南區,安豐三街,0,,,,0,,,0,,0,,,全,286291,,0000000000
709,台南市,安南區,安豐五街,0,,,,0,,,0,,0,,,全,286351,,0000000000
709,台南市,安南區,安豐六街,0,,,,0,,,0,,0,,,全,286381,,0000000000
709,台南市,安南區,安豐四街,0,,,,0,,,0,,0,,,全,286321,,0000000000
709,台南市,安南區,安豐街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
708,台南市,安平區,州平一街,0,,,,0,,,0,,0,,,全,287161,,0000000000
708,台南市,安平區,州平二街,0,,,,0,,,0,,0,,,全,287191,,0000000000
708,台南市,安平區,州平三街,0,,,,0,,,0,,0,,,全,287221,,0000000000
708,台南市,安平區,州平五街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
708,台南市,安平區,州平四街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
704,台南市,北區,成功里,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
704,台南市,北區,成功路,2,2,,,0,,,0,,0,,,雙全,289081,,0000000000
700,台南市,中西區,成功路,6,1,,,0,,1,0,295,0,,,"單   1號至 295號",289081,,0001000000
700,台南市,中西區,成功路,6,1,,,0,,297,0,9999,0,,,"單 297號以上",289081,,0297000000
704,台南市,北區,旭日街,0,,,,0,,,0,,0,,,全,291091,,0000000000
701,台南市,東區,竹篙厝,0,,,,0,,,0,,0,,,全,299671,,0000000000
704,台南市,北區,自治新村,0,,,,0,,,0,,0,,,全,302491,,0000000000
704,台南市,北區,自強街,0,,,,0,,,0,,0,,,全,303511,,0000000000
704,台南市,北區,自強新村,0,,,,0,,,0,,0,,,全,303661,,0000000000
700,台南市,中西區,西和路,0,,,,0,,,0,,0,,,全,308701,,0000000000
700,台南市,中西區,西門市場,0,,,,0,,,0,,0,,,全,309961,,0000000000
702,台南市,南區,西門路１段,6,1,,,0,,1,0,699,0,,,"單   1號至 699號",310051,,0001000000
702,台南市,南區,西門路１段,7,2,,,0,,2,0,400,0,,,"雙   2號至 400號",310051,,0002000000
700,台南市,中西區,西門路１段,7,2,,,0,,402,0,9998,0,,,"雙 402號以上",310051,,0402000000
700,台南市,中西區,西門路１段,6,1,,,0,,701,0,9999,0,,,"單 701號以上",310051,,0701000000
700,台南市,中西區,西門路２段,1,1,,,0,,,0,,0,,,單全,310081,,0000000000
700,台南市,中西區,西門路２段,2,2,,,0,,,0,,0,,,雙全,310081,,0000000000
704,台南市,北區,西門路３段,0,,,,0,,,0,,0,,,全,310111,,0000000000
704,台南市,北區,西門路４段,0,,,,0,,,0,,0,,,全,310141,,0000000000
704,台南市,北區,西華街,0,,,,0,,,0,,0,,,全,312091,,0000000000
700,台南市,中西區,西寧街,0,,,,0,,,0,,0,,,全,313231,,0000000000
700,台南市,中西區,西賢一街,0,,,,0,,,0,,0,,,全,313921,,0000000000
700,台南市,中西區,西賢二街,0,,,,0,,,0,,0,,,全,313951,,0000000000
700,台南市,中西區,西賢三街,0,,,,0,,,0,,0,,,全,313981,,0000000000
700,台南市,中西區,西賢五街,0,,,,0,,,0,,0,,,全,314041,,0000000000
700,台南市,中西區,西賢六街,0,,,,0,,,0,,0,,,全,314071,,0000000000
700,台南市,中西區,西賢四街,0,,,,0,,,0,,0,,,全,314011,,0000000000
704,台南市,北區,佑民街,0,,,,0,,,0,,0,,,全,315691,,0000000000
702,台南市,南區,利南街,0,,,,0,,,0,,0,,,全,316861,,0000000000
708,台南市,安平區,育平一街,0,,,,0,,,0,,0,,,全,329701,,0000000000
708,台南市,安平區,育平七街,0,,,,0,,,0,,0,,,全,329881,,0000000000
708,台南市,安平區,育平九街,0,,,,0,,,0,,0,,,全,329941,,0000000000
708,台南市,安平區,育平二街,0,,,,0,,,0,,0,,,全,329731,,0000000000
708,台南市,安平區,育平八街,0,,,,0,,,0,,0,,,全,329911,,0000000000
708,台南市,安平區,育平三街,0,,,,0,,,0,,0,,,全,329761,,0000000000
708,台南市,安平區,育平五街,0,,,,0,,,0,,0,,,全,329821,,0000000000
708,台南市,安平區,育平六街,0,,,,0,,,0,,0,,,全,329851,,0000000000
708,台南市,安平區,育平四街,0,,,,0,,,0,,0,,,全,329791,,0000000000
708,台南市,安平區,育平路,0,,,,0,,,0,,0,,,全,329971,,0000000000
709,台南市,安南區,育安一街,0,,,,0,,,0,,0,,,全,330061,,0000000000
709,台南市,安南區,育安二街,0,,,,0,,,0,,0,,,全,330091,,0000000000
709,台南市,安南區,育安三街,0,,,,0,,,0,,0,,,全,330121,,0000000000
709,台南市,安南區,育安四街,0,,,,0,,,0,,0,,,全,330151,,0000000000
709,台南市,安南區,育安街,0,,,,0,,,0,,0,,,全,330181,,0000000000
702,台南市,南區,育南街,0,,,,0,,,0,,0,,,全,330271,,0000000000
704,台南市,北區,育德路,0,,,,0,,,0,,0,,,全,331441,,0000000000
701,台南市,東區,育樂街,0,,,,0,,,0,,0,,,全,331531,,0000000000
700,台南市,中西區,赤崁街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
700,台南市,中西區,協和街,0,,,,0,,,0,,0,,,全,339001,,0000000000
700,台南市,中西區,和平街,0,,,,0,,,0,,0,,,全,340891,,0000000000
700,台南市,中西區,和美街,0,,,,0,,,0,,0,,,全,342271,,0000000000
700,台南市,中西區,和真街,0,,,,0,,,0,,0,,,全,342541,,0000000000
700,台南市,中西區,和善街,0,,,,0,,,0,,0,,,全,343171,,0000000000
700,台南市,中西區,和緯路５段,1,1,,,0,,,0,,0,,,單全,344221,,0000000000
704,台南市,北區,和緯路５段,2,2,,,0,,,0,,0,,,雙全,344221,,0000000000
704,台南市,北區,和緯路４段,2,2,,,0,,,0,,0,,,雙全,344191,,0000000000
704,台南市,北區,和緯路４段,6,1,,,0,,1,0,251,0,,,"單   1號至 251號",344191,,0001000000
700,台南市,中西區,和緯路４段,6,1,,,0,,253,0,9999,0,,,"單 253號以上",344191,,0253000000
700,台南市,中西區,府中街,0,,,,0,,,0,,0,,,全,352111,,0000000000
708,台南市,安平區,府平路,0,,,,0,,,0,,0,,,全,352231,,0000000000
709,台南市,安南區,府安路７段,0,,,,0,,,0,,0,,,全,352381,,0000000000
709,台南市,安南區,府安路５段,0,,,,0,,,0,,0,,,全,352321,,0000000000
709,台南市,安南區,府安路６段,0,,,,0,,,0,,0,,,全,352351,,0000000000
709,台南市,安南區,府安路４段,0,,,,0,,,0,,0,,,全,352291,,0000000000
701,台南市,東區,府東街,0,,,,0,,,0,,0,,,全,352441,,0000000000
700,台南市,中西區,府前一街,0,,,,0,,,0,,0,,,全,352501,,0000000000
700,台南市,中西區,府前二街,0,,,,0,,,0,,0,,,全,352531,,0000000000
708,台南市,安平區,府前三街,0,,,,0,,,0,,0,,,全,352561,,0000000000
708,台南市,安平區,府前四街,0,,,,0,,,0,,0,,,全,352591,,0000000000
700,台南市,中西區,府前路１段,0,,,,0,,,0,,0,,,全,352681,,0000000000
700,台南市,中西區,府前路２段,1,1,,,0,,,0,,0,,,單全,352711,,0000000000
700,台南市,中西區,府前路２段,7,2,,,0,,2,0,498,0,,,"雙   2號至 498號",352711,,0002000000
708,台南市,安平區,府前路２段,7,2,,,0,,500,0,9998,0,,,"雙 500號以上",352711,,0500000000
701,台南市,東區,府連東路,0,,,,0,,,0,,0,,,全,352981,,0000000000
700,台南市,中西區,府連路,6,1,,,0,,1,0,147,0,,,"單   1號至 147號",353011,,0001000000
700,台南市,中西區,府連路,7,2,,,0,,2,0,132,0,,,"雙   2號至 132號",353011,,0002000000
701,台南市,東區,府連路,7,2,,,0,,134,0,9998,0,,,"雙 134號以上",353011,,0134000000
701,台南市,東區,府連路,6,1,,,0,,149,0,9999,0,,,"單 149號以上",353011,,0149000000
700,台南市,中西區,府緯街,6,1,,,0,,1,0,67,0,,,"單   1號至  67號",353101,,0001000000
700,台南市,中西區,府緯街,7,2,,,0,,2,0,72,0,,,"雙   2號至  72號",353101,,0002000000
702,台南市,南區,府緯街,6,1,,,0,,69,0,9999,0,,,"單  69號以上",353101,,0069000000
702,台南市,南區,府緯街,7,2,,,0,,74,0,9998,0,,,"雙  74號以上",353101,,0074000000
708,台南市,安平區,延平街,0,,,,0,,,0,,0,,,全,353701,,0000000000
700,台南市,中西區,忠孝街,0,,,,0,,,0,,0,,,全,356221,,0000000000
700,台南市,中西區,忠明街,0,,,,0,,,0,,0,,,全,356911,,0000000000
700,台南市,中西區,忠義路１段,0,,,,0,,,0,,0,,,全,358951,,0000000000
700,台南市,中西區,忠義路２段,0,,,,0,,,0,,0,,,全,358981,,0000000000
704,台南市,北區,忠義路３段,0,,,,0,,,0,,0,,,全,359011,,0000000000
708,台南市,安平區,怡平路,0,,,,0,,,0,,0,,,全,359521,,0000000000
709,台南市,安南區,怡安路１段,0,,,,0,,,0,,0,,,全,359551,,0000000000
709,台南市,安南區,怡安路２段,0,,,,0,,,0,,0,,,全,359581,,0000000000
701,台南市,東區,怡東路,0,,,,0,,,0,,0,,,全,359611,,0000000000
702,台南市,南區,明興路,0,,,,0,,,0,,0,,,全,367891,,0000000000
701,台南市,東區,東平路,0,,,,0,,,0,,0,,,全,371881,,0000000000
701,台南市,東區,東光路１段,0,,,,0,,,0,,0,,,全,372601,,0000000000
701,台南市,東區,東光路２段,0,,,,0,,,0,,0,,,全,372631,,0000000000
701,台南市,東區,東安路,0,,,,0,,,0,,0,,,全,372841,,0000000000
701,台南市,東區,東成街,0,,,,0,,,0,,0,,,全,373231,,0000000000
701,台南市,東區,東和街,0,,,,0,,,0,,0,,,全,375391,,0000000000
701,台南市,東區,東門路１段,0,,,,0,,,0,,0,,,全,377011,,0000000000
701,台南市,東區,東門路２段,0,,,,0,,,0,,0,,,全,377041,,0000000000
701,台南市,東區,東門路３段,0,,,,0,,,0,,0,,,全,377071,,0000000000
701,台南市,東區,東華街,0,,,,0,,,0,,0,,,全,382201,,0000000000
701,台南市,東區,東寧路,0,,,,0,,,0,,0,,,全,384871,,0000000000
701,台南市,東區,東寧路西段,0,,,,0,,,0,,0,,,全,384991,,0000000000
701,台南市,東區,東榮街,0,,,,0,,,0,,0,,,全,385051,,0000000000
701,台南市,東區,東興路,0,,,,0,,,0,,0,,,全,386791,,0000000000
704,台南市,北區,東豐路,0,,,,0,,,0,,0,,,全,387391,,0000000000
704,台南市,北區,果貿二村,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
704,台南市,北區,果貿新村,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
701,台南市,東區,林森路１段,0,,,,0,,,0,,0,,,全,391351,,0000000000
701,台南市,東區,林森路２段,0,,,,0,,,0,,0,,,全,391381,,0000000000
704,台南市,北區,林森路３段,0,,,,0,,,0,,0,,,全,391411,,0000000000
700,台南市,中西區,武英街,0,,,,0,,,0,,0,,,全,398071,,0000000000
700,台南市,中西區,武聖路,1,1,,,0,,,0,,0,,,單全,398821,,0000000000
704,台南市,北區,武聖路,2,2,,,0,,,0,,0,,,雙全,398821,,0000000000
700,台南市,中西區,武德街,0,,,,0,,,0,,0,,,全,399001,,0000000000
700,台南市,中西區,河中街,0,,,,0,,,0,,0,,,全,399541,,0000000000
700,台南市,中西區,法華街,0,,,,0,,,0,,0,,,全,401491,,0000000000
700,台南市,中西區,金城街,0,,,,0,,,0,,0,,,全,413341,,0000000000
702,台南市,南區,金華路１段,0,,,,0,,,0,,0,,,全,414961,,0000000000
702,台南市,南區,金華路２段,0,,,,0,,,0,,0,,,全,414991,,0000000000
700,台南市,中西區,金華路３段,0,,,,0,,,0,,0,,,全,415021,,0000000000
704,台南市,北區,金華路５段,0,,,,0,,,0,,0,,,全,415081,,0000000000
700,台南市,中西區,金華路４段,0,,,,0,,,0,,0,,,全,415051,,0000000000
704,台南市,北區,長北街,0,,,,0,,,0,,0,,,全,416761,,0000000000
709,台南市,安南區,長和街１段,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,長和街２段,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,長和街３段,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,長和街４段,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
701,台南市,東區,長東街,0,,,,0,,,0,,0,,,全,418621,,0000000000
702,台南市,南區,長南街,0,,,,0,,,0,,0,,,全,419071,,0000000000
709,台南市,安南區,長溪街１段,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,長溪街２段,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
709,台南市,安南區,長溪街３段,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
701,台南市,東區,長榮路１段,0,,,,0,,,0,,0,,,全,421711,,0000000000
701,台南市,東區,長榮路２段,0,,,,0,,,0,,0,,,全,421741,,0000000000
701,台南市,東區,長榮路３段,0,,,,0,,,0,,0,,,全,421771,,0000000000
704,台南市,北區,長榮路５段,0,,,,0,,,0,,0,,,全,421831,,0000000000
704,台南市,北區,長榮路４段,0,,,,0,,,0,,0,,,全,421801,,0000000000
700,台南市,中西區,青年路,6,1,,,0,,1,0,213,0,,,"單   1號至 213號",425881,,0001000000
700,台南市,中西區,青年路,7,2,,,0,,2,0,230,0,,,"雙   2號至 230號",425881,,0002000000
701,台南市,東區,青年路,6,1,,,0,,215,0,9999,0,,,"單 215號以上",425881,,0215000000
701,台南市,東區,青年路,7,2,,,0,,232,0,9998,0,,,"雙 232號以上",425881,,0232000000
709,台南市,安南區,青砂街１段,0,,,,0,,,0,,0,,,全,426271,,0000000000
709,台南市,安南區,青砂街２段,0,,,,0,,,0,,0,,,全,426301,,0000000000
700,台南市,中西區,信義街,0,,,,0,,,0,,0,,,全,430111,,0000000000
700,台南市,中西區,保安街,0,,,,0,,,0,,0,,,全,432451,,0000000000
701,台南市,東區,前鋒路,6,1,,,0,,1,0,155,0,,,"單   1號至 155號",436651,,0001000000
701,台南市,東區,前鋒路,7,2,,,0,,2,0,226,0,,,"雙   2號至 226號",436651,,0002000000
704,台南市,北區,前鋒路,6,1,,,0,,157,0,9999,0,,,"單 157號以上",436651,,0157000000
704,台南市,北區,前鋒路,7,2,,,0,,228,0,9998,0,,,"雙 228號以上",436651,,0228000000
702,台南市,南區,南功街,0,,,,0,,,0,,0,,,全,438871,,0000000000
702,台南市,南區,南和路,0,,,,0,,,0,,0,,,全,442351,,0000000000
702,台南市,南區,南明街,0,,,,0,,,0,,0,,,全,443371,,0000000000
700,台南市,中西區,南門路,6,1,,,0,,1,0,259,0,,,"單   1號至 259號",443761,,0001000000
700,台南市,中西區,南門路,7,2,,,0,,2,0,94,0,,,"雙   2號至  94號",443761,,0002000000
702,台南市,南區,南門路,7,2,,,0,,96,0,9998,0,,,"雙  96號以上",443761,,0096000000
702,台南市,南區,南門路,6,1,,,0,,261,0,9999,0,,,"單 261號以上",443761,,0261000000
700,台南市,中西區,南華街,0,,,,0,,,0,,0,,,全,447721,,0000000000
704,台南市,北區,南園街,0,,,,0,,,0,,0,,,全,450181,,0000000000
708,台南市,安平區,南塭,0,,,,0,,,0,,0,,,全,450271,,0000000000
700,台南市,中西區,南寧街,6,1,,,0,,1,0,93,0,,,"單   1號至  93號",451621,,0001000000
700,台南市,中西區,南寧街,7,2,,,0,,2,0,160,0,,,"雙   2號至 160號",451621,,0002000000
702,台南市,南區,南寧街,6,1,,,0,,95,0,9999,0,,,"單  95號以上",451621,,0095000000
702,台南市,南區,南寧街,7,2,,,0,,162,0,9998,0,,,"雙 162號以上",451621,,0162000000
702,台南市,南區,南樂街,0,,,,0,,,0,,0,,,全,452491,,0000000000
702,台南市,南區,南豐街,0,,,,0,,,0,,0,,,全,453991,,0000000000
709,台南市,安南區,城北路,0,,,,0,,,0,,0,,,全,455611,,0000000000
708,台南市,安平區,城平路,0,,,,0,,,0,,0,,,全,455671,,0000000000
709,台南市,安南區,城安一街,0,,,,0,,,0,,0,,,全,455701,,0000000000
709,台南市,安南區,城安二街,0,,,,0,,,0,,0,,,全,455731,,0000000000
709,台南市,安南區,城安三街,0,,,,0,,,0,,0,,,全,455761,,0000000000
709,台南市,安南區,城安西街,0,,,,0,,,0,,0,,,全,455791,,0000000000
709,台南市,安南區,城安東街,0,,,,0,,,0,,0,,,全,455821,,0000000000
709,台南市,安南區,城安路,0,,,,0,,,0,,0,,,全,455881,,0000000000
709,台南市,安南區,城西街１段,0,,,,0,,,0,,0,,,全,456181,,0000000000
709,台南市,安南區,城西街２段,0,,,,0,,,0,,0,,,全,456211,,0000000000
709,台南市,安南區,城西街３段,0,,,,0,,,0,,0,,,全,456241,,0000000000
701,台南市,東區,城東街,0,,,,0,,,0,,0,,,全,456511,,0000000000
708,台南市,安平區,建平一街,0,,,,0,,,0,,0,,,全,459121,,0000000000
708,台南市,安平區,建平七街,0,,,,0,,,0,,0,,,全,459301,,0000000000
708,台南市,安平區,建平九街,0,,,,0,,,0,,0,,,全,459361,,0000000000
708,台南市,安平區,建平二街,0,,,,0,,,0,,0,,,全,459151,,0000000000
708,台南市,安平區,建平八街,0,,,,0,,,0,,0,,,全,459331,,0000000000
708,台南市,安平區,建平十一街,0,,,,0,,,0,,0,,,全,459421,,0000000000
708,台南市,安平區,建平十七街,0,,,,0,,,0,,0,,,全,459601,,0000000000
708,台南市,安平區,建平十二街,0,,,,0,,,0,,0,,,全,459451,,0000000000
708,台南市,安平區,建平十三街,0,,,,0,,,0,,0,,,全,459481,,0000000000
708,台南市,安平區,建平十五街,0,,,,0,,,0,,0,,,全,459541,,0000000000
708,台南市,安平區,建平十六街,0,,,,0,,,0,,0,,,全,459571,,0000000000
708,台南市,安平區,建平十四街,0,,,,0,,,0,,0,,,全,459511,,0000000000
708,台南市,安平區,建平十街,0,,,,0,,,0,,0,,,全,459391,,0000000000
708,台南市,安平區,建平三街,0,,,,0,,,0,,0,,,全,459181,,0000000000
708,台南市,安平區,建平五街,0,,,,0,,,0,,0,,,全,459241,,0000000000
708,台南市,安平區,建平六街,0,,,,0,,,0,,0,,,全,459271,,0000000000
708,台南市,安平區,建平四街,0,,,,0,,,0,,0,,,全,459211,,0000000000
708,台南市,安平區,建平路,0,,,,0,,,0,,0,,,全,459781,,0000000000
700,台南市,中西區,建安街,0,,,,0,,,0,,0,,,全,460021,,0000000000
701,台南市,東區,建東路,0,,,,0,,,0,,0,,,全,460771,,0000000000
702,台南市,南區,建南路,0,,,,0,,,0,,0,,,全,461131,,0000000000
700,台南市,中西區,建業街,0,,,,0,,,0,,0,,,全,464041,,0000000000
