#ZIPCODE,CITY,AREA,ROAD,CMP_LABLE,EVEN,LANE,LANE1,ALLEY,ALLEY1,NO_BGN,NO_BGN1,NO_END,NO_END1,FLOOR,FLOOR1,SCOOP,ROAD_NO,EXP,RMK
100,台北市,中正區,泰安街,0,,,,0,,,0,,0,,,全,508831,,0000000000
106,台北市,大安區,泰順街,0,,,,0,,,0,,0,,,全,510301,,0000000000
106,台北市,大安區,浦城街,0,,,,0,,,0,,0,,,全,510691,,0000000000
112,台北市,北投區,珠海路,0,,,,0,,,0,,0,,,全,517291,,0000000000
114,台北市,內湖區,粉寮街,0,,,,0,,,0,,0,,,全,519961,,0000000000
112,台北市,北投區,紗帽路,0,,,,0,,,0,,0,,,全,520081,,0000000000
104,台北市,中山區,酒泉街,9,1,,,0,,1,0,7,6,,,"單   1號至   7號之   6",523591,,0001000000
104,台北市,中山區,酒泉街,7,2,,,0,,2,0,8,0,,,"雙   2號至   8號",523591,,0002000000
103,台北市,大同區,酒泉街,6,1,,,0,,9,0,9999,0,,,"單   9號以上",523591,,0009000000
103,台北市,大同區,酒泉街,7,2,,,0,,10,0,9998,0,,,"雙  10號以上",523591,,0010000000
105,台北市,松山區,健康路,0,,,,0,,,0,,0,,,全,531871,,0000000000
111,台北市,士林區,國泰街,0,,,,0,,,0,,0,,,全,535321,,0000000000
111,台北市,士林區,國華街,0,,,,0,,,0,,0,,,全,537391,,0000000000
108,台北市,萬華區,國興路,0,,,,0,,,0,,0,,,全,539311,,0000000000
111,台北市,士林區,基河路,0,,,,0,,,0,,0,,,全,541381,,0000000000
110,台北市,信義區,基隆路１段,0,,,,0,,,0,,0,,,全,541591,,0000000000
110,台北市,信義區,基隆路２段,6,1,,,0,,1,0,203,0,,,"單   1號至 203號",541621,,0001000000
110,台北市,信義區,基隆路２段,7,2,,,0,,2,0,96,0,,,"雙   2號至  96號",541621,,0002000000
106,台北市,大安區,基隆路２段,7,2,,,0,,98,0,9998,0,,,"雙  98號以上",541621,,0098000000
106,台北市,大安區,基隆路２段,6,1,,,0,,205,0,9999,0,,,"單 205號以上",541621,,0205000000
106,台北市,大安區,基隆路３段,0,,,,0,,,0,,0,,,全,541651,,0000000000
106,台北市,大安區,基隆路４段,6,1,,,0,,1,0,199,0,,,"單   1號至 199號",541681,,0001000000
106,台北市,大安區,基隆路４段,7,2,,,0,,2,0,156,0,,,"雙   2號至 156號",541681,,0002000000
100,台北市,中正區,基隆路４段,7,2,,,0,,158,0,160,0,,,"雙 158號至 160號",541681,,0158000000
116,台北市,文山區,基隆路４段,7,2,,,0,,162,0,9998,0,,,"雙 162號以上",541681,,0162000000
116,台北市,文山區,基隆路４段,O,1,221,,0,,0,0,9999,0,,,"單 221巷以上",541681,,0221000000
112,台北市,北投區,崇仁路１段,0,,,,0,,,0,,0,,,全,542611,,0000000000
112,台北市,北投區,崇仰一路,0,,,,0,,,0,,0,,,全,542881,,0000000000
112,台北市,北投區,崇仰七路,0,,,,0,,,0,,0,,,全,543031,,0000000000
112,台北市,北投區,崇仰九路,0,,,,0,,,0,,0,,,全,543061,,0000000000
112,台北市,北投區,崇仰二路,0,,,,0,,,0,,0,,,全,542911,,0000000000
112,台北市,北投區,崇仰三路,0,,,,0,,,0,,0,,,全,542941,,0000000000
112,台北市,北投區,崇仰五路,0,,,,0,,,0,,0,,,全,542971,,0000000000
112,台北市,北投區,崇仰六路,0,,,,0,,,0,,0,,,全,543001,,0000000000
112,台北市,北投區,崇仰四路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
110,台北市,信義區,崇德街,0,,,,0,,,0,,0,,,全,547111,,0000000000
112,台北市,北投區,崗山路,0,,,,0,,,0,,0,,,全,550591,,0000000000
100,台北市,中正區,常德街,0,,,,0,,,0,,0,,,全,550891,,0000000000
108,台北市,萬華區,康定路,0,,,,0,,,0,,0,,,全,551101,,0000000000
114,台北市,內湖區,康寧路１段,0,,,,0,,,0,,0,,,全,551821,,0000000000
114,台北市,內湖區,康寧路２段,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
114,台北市,內湖區,康寧路３段,0,,,,0,,,0,,0,,,全,551851,,0000000000
112,台北市,北投區,康樂巷,0,,,,0,,,0,,0,,,全,552031,,0000000000
114,台北市,內湖區,康樂街,0,,,,0,,,0,,0,,,全,552061,,0000000000
108,台北市,萬華區,梧州街,0,,,,0,,,0,,0,,,全,554881,,0000000000
103,台北市,大同區,涼州街,0,,,,0,,,0,,0,,,全,557311,,0000000000
112,台北市,北投區,清江路,0,,,,0,,,0,,0,,,全,558541,,0000000000
112,台北市,北投區,清溪路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
110,台北市,信義區,祥雲街,0,,,,0,,,0,,0,,,全,563731,,0000000000
100,台北市,中正區,紹興北街,0,,,,0,,,0,,0,,,全,566941,,0000000000
100,台北市,中正區,紹興南街,0,,,,0,,,0,,0,,,全,566971,,0000000000
100,台北市,中正區,莒光路,6,1,,,0,,1,0,111,0,,,"單   1號至 111號",567511,,0001000000
100,台北市,中正區,莒光路,7,2,,,0,,2,0,106,0,,,"雙   2號至 106號",567511,,0002000000
108,台北市,萬華區,莒光路,7,2,,,0,,108,0,9998,0,,,"雙 108號以上",567511,,0108000000
108,台北市,萬華區,莒光路,6,1,,,0,,113,0,9999,0,,,"單 113號以上",567511,,0113000000
111,台北市,士林區,莊頂路,0,,,,0,,,0,,0,,,全,567781,,0000000000
110,台北市,信義區,莊敬路,0,,,,0,,,0,,0,,,全,568231,,0000000000
100,台北市,中正區,許昌街,0,,,,0,,,0,,0,,,全,569011,,0000000000
106,台北市,大安區,通化街,0,,,,0,,,0,,0,,,全,569401,,0000000000
104,台北市,中山區,通北街,0,,,,0,,,0,,0,,,全,569521,,0000000000
106,台北市,大安區,通安街,0,,,,0,,,0,,0,,,全,569551,,0000000000
111,台北市,士林區,通河西街１段,0,,,,0,,,0,,0,,,全,569791,,0000000000
111,台北市,士林區,通河西街２段,0,,,,0,,,0,,0,,,全,569821,,0000000000
111,台北市,士林區,通河東街１段,0,,,,0,,,0,,0,,,全,569851,,0000000000
111,台北市,士林區,通河東街２段,0,,,,0,,,0,,0,,,全,569881,,0000000000
111,台北市,士林區,通河街,0,,,,0,,,0,,0,,,全,569911,,0000000000
100,台北市,中正區,連雲街,0,,,,0,,,0,,0,,,全,571081,,0000000000
111,台北市,士林區,凱旋路,0,,,,0,,,0,,0,,,全,583441,,0000000000
100,台北市,中正區,凱達格蘭大道,0,,,,0,,,0,,0,,,全,583561,,0000000000
112,台北市,北投區,勝利街,0,,,,0,,,0,,0,,,全,584821,,0000000000
100,台北市,中正區,博愛路,0,,,,0,,,0,,0,,,全,586171,,0000000000
116,台北市,文山區,富山路,0,,,,0,,,0,,0,,,全,587581,,0000000000
108,台北市,萬華區,富民路,0,,,,0,,,0,,0,,,全,588061,,0000000000
115,台北市,南港區,富康街,0,,,,0,,,0,,0,,,全,589771,,0000000000
112,台北市,北投區,富貴一路,0,,,,0,,,0,,0,,,全,590371,,0000000000
110,台北市,信義區,富陽街,6,1,,,0,,1,0,93,0,,,"單   1號至  93號",590971,,0001000000
110,台北市,信義區,富陽街,7,2,,,0,,2,0,96,0,,,"雙   2號至  96號",590971,,0002000000
106,台北市,大安區,富陽街,6,1,,,0,,95,0,9999,0,,,"單  95號以上",590971,,0095000000
106,台北市,大安區,富陽街,7,2,,,0,,98,0,9998,0,,,"雙  98號以上",590971,,0098000000
105,台北市,松山區,富錦街,0,,,,0,,,0,,0,,,全,592651,,0000000000
112,台北市,北投區,尊賢街,0,,,,0,,,0,,0,,,全,593101,,0000000000
112,台北市,北投區,復興一路,0,,,,0,,,0,,0,,,全,594991,,0000000000
112,台北市,北投區,復興二路,0,,,,0,,,0,,0,,,全,595081,,0000000000
112,台北市,北投區,復興三路,0,,,,0,,,0,,0,,,全,595171,,0000000000
104,台北市,中山區,復興北路,2,2,,,0,,,0,,0,,,雙全,595591,,0000000000
105,台北市,松山區,復興北路　　　,1,1,,,0,,,0,,0,,,單全,xxxxxx,,0000000000
112,台北市,北投區,復興四路,0,,,,0,,,0,,0,,,全,595321,,0000000000
105,台北市,松山區,復興南路１段,6,1,,,0,,1,0,67,0,,,"單   1號至  67號",595771,,0001000000
104,台北市,中山區,復興南路１段,7,2,,,0,,2,0,56,0,,,"雙   2號至  56號",595771,,0002000000
106,台北市,大安區,復興南路１段,7,2,,,0,,58,0,9998,0,,,"雙  58號以上",595771,,0058000000
106,台北市,大安區,復興南路１段,6,1,,,0,,69,0,9999,0,,,"單  69號以上",595771,,0069000000
106,台北市,大安區,復興南路２段,0,,,,0,,,0,,0,,,全,595801,,0000000000
115,台北市,南港區,惠民街,0,,,,0,,,0,,0,,,全,597331,,0000000000
100,台北市,中正區,惠安街,0,,,,0,,,0,,0,,,全,597481,,0000000000
105,台北市,松山區,敦化北路,0,,,,0,,,0,,0,,,全,598471,,0000000000
105,台北市,松山區,敦化南路１段,6,1,,,0,,1,0,99,0,,,"單   1號至  99號",598501,,0001000000
105,台北市,松山區,敦化南路１段,7,2,,,0,,2,0,126,0,,,"雙   2號至 126號",598501,,0002000000
106,台北市,大安區,敦化南路１段,6,1,,,0,,101,0,9999,0,,,"單 101號以上",598501,,0101000000
106,台北市,大安區,敦化南路１段,7,2,,,0,,128,0,9998,0,,,"雙 128號以上",598501,,0128000000
106,台北市,大安區,敦化南路２段,0,,,,0,,,0,,0,,,全,598531,,0000000000
103,台北市,大同區,敦煌路,0,,,,0,,,0,,0,,,全,599011,,0000000000
116,台北市,文山區,景中街,0,,,,0,,,0,,0,,,全,599731,,0000000000
116,台北市,文山區,景仁街,0,,,,0,,,0,,0,,,全,599761,,0000000000
103,台北市,大同區,景化街,0,,,,0,,,0,,0,,,全,599791,,0000000000
116,台北市,文山區,景文街,0,,,,0,,,0,,0,,,全,599821,,0000000000
116,台北市,文山區,景明街,0,,,,0,,,0,,0,,,全,600121,,0000000000
116,台北市,文山區,景後街,0,,,,0,,,0,,0,,,全,600181,,0000000000
116,台北市,文山區,景美街,0,,,,0,,,0,,0,,,全,600271,,0000000000
116,台北市,文山區,景華街,0,,,,0,,,0,,0,,,全,600301,,0000000000
116,台北市,文山區,景隆街,0,,,,0,,,0,,0,,,全,600331,,0000000000
110,台北市,信義區,景雲街,0,,,,0,,,0,,0,,,全,600361,,0000000000
116,台北市,文山區,景福街,0,,,,0,,,0,,0,,,全,600481,,0000000000
116,台北市,文山區,景興路,0,,,,0,,,0,,0,,,全,601021,,0000000000
116,台北市,文山區,景豐街,0,,,,0,,,0,,0,,,全,601051,,0000000000
114,台北市,內湖區,港華街,0,,,,0,,,0,,0,,,全,606421,,0000000000
114,台北市,內湖區,港墘路,0,,,,0,,,0,,0,,,全,606961,,0000000000
100,台北市,中正區,湖口街,0,,,,0,,,0,,0,,,全,607561,,0000000000
112,台北市,北投區,湖山路１段,0,,,,0,,,0,,0,,,全,607771,,0000000000
112,台北市,北投區,湖山路２段,0,,,,0,,,0,,0,,,全,607801,,0000000000
112,台北市,北投區,湖底路,0,,,,0,,,0,,0,,,全,608431,,0000000000
104,台北市,中山區,渭水路,0,,,,0,,,0,,0,,,全,609181,,0000000000
112,台北市,北投區,湯元巷,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
112,台北市,北投區,登山路,0,,,,0,,,0,,0,,,全,610801,,0000000000
110,台北市,信義區,紫雲街,0,,,,0,,,0,,0,,,全,612031,,0000000000
111,台北市,士林區,菁山路,0,,,,0,,,0,,0,,,全,612811,,0000000000
111,台北市,士林區,華光街,0,,,,0,,,0,,0,,,全,614641,,0000000000
108,台北市,萬華區,華西街,0,,,,0,,,0,,0,,,全,614941,,0000000000
111,台北市,士林區,華岡路,0,,,,0,,,0,,0,,,全,615211,,0000000000
103,台北市,大同區,華亭街,0,,,,0,,,0,,0,,,全,615511,,0000000000
112,台北市,北投區,華南巷,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
104,台北市,中山區,華陰街,9,1,,,0,,1,0,31,1,,,"單   1號至  31號之   1",617821,,0001000000
104,台北市,中山區,華陰街,7,2,,,0,,2,0,28,0,,,"雙   2號至  28號",617821,,0002000000
103,台北市,大同區,華陰街,7,2,,,0,,30,0,9998,0,,,"雙  30號以上",617821,,0030000000
103,台北市,大同區,華陰街,6,1,,,0,,33,0,9999,0,,,"單  33號以上",617821,,0033000000
111,台北市,士林區,華榮街,0,,,,0,,,0,,0,,,全,618871,,0000000000
111,台北市,士林區,華興街,0,,,,0,,,0,,0,,,全,619321,,0000000000
111,台北市,士林區,華聲街,0,,,,0,,,0,,0,,,全,619501,,0000000000
111,台北市,士林區,華齡街,0,,,,0,,,0,,0,,,全,619681,,0000000000
100,台北市,中正區,詔安街,0,,,,0,,,0,,0,,,全,621061,,0000000000
111,台北市,士林區,貴富街,0,,,,0,,,0,,0,,,全,621601,,0000000000
100,台北市,中正區,貴陽街１段,0,,,,0,,,0,,0,,,全,621661,,0000000000
108,台北市,萬華區,貴陽街２段,0,,,,0,,,0,,0,,,全,621691,,0000000000
103,台北市,大同區,貴德街,0,,,,0,,,0,,0,,,全,621781,,0000000000
110,台北市,信義區,逸仙路,0,,,,0,,,0,,0,,,全,622591,,0000000000
112,台北市,北投區,進賢路,0,,,,0,,,0,,0,,,全,623581,,0000000000
116,台北市,文山區,開元街,0,,,,0,,,0,,0,,,全,624601,,0000000000
112,台北市,北投區,開明街,0,,,,0,,,0,,0,,,全,624931,,0000000000
100,台北市,中正區,開封街１段,0,,,,0,,,0,,0,,,全,625231,,0000000000
108,台北市,萬華區,開封街２段,0,,,,0,,,0,,0,,,全,625261,,0000000000
114,台北市,內湖區,陽光街,0,,,,0,,,0,,0,,,全,626191,,0000000000
112,台北市,北投區,陽明路１段,1,1,,,0,,,0,,0,,,單全,626881,,0000000000
111,台北市,士林區,陽明路１段,2,2,,,0,,,0,,0,,,雙全,626881,,0000000000
112,台北市,北投區,陽明路２段,1,1,,,0,,,0,,0,,,單全,626911,,0000000000
111,台北市,士林區,陽明路２段,2,2,,,0,,,0,,0,,,雙全,626911,,0000000000
108,台北市,萬華區,隆昌街,0,,,,0,,,0,,0,,,全,627751,,0000000000
108,台北市,萬華區,雅江街,0,,,,0,,,0,,0,,,全,628501,,0000000000
116,台北市,文山區,集英街,0,,,,0,,,0,,0,,,全,629731,,0000000000
106,台北市,大安區,雲和街,0,,,,0,,,0,,0,,,全,630091,,0000000000
103,台北市,大同區,塔城街,0,,,,0,,,0,,0,,,全,636331,,0000000000
100,台北市,中正區,廈門街,0,,,,0,,,0,,0,,,全,637381,,0000000000
100,台北市,中正區,愛國西路,0,,,,0,,,0,,0,,,全,641311,,0000000000
100,台北市,中正區,愛國東路　,3,0,,,0,,1,0,,0,,,"　   1號",xxxxxx,,0001000000
100,台北市,中正區,愛國東路　,7,2,,,0,,2,0,158,0,,,"雙   2號至 158號",xxxxxx,,0002000000
106,台北市,大安區,愛國東路　,6,1,,,0,,3,0,9999,0,,,"單   3號以上",xxxxxx,,0003000000
106,台北市,大安區,愛國東路　,7,2,,,0,,160,0,9998,0,,,"雙 160號以上",xxxxxx,,0160000000
111,台北市,士林區,愛富一街,0,,,,0,,,0,,0,,,全,641491,,0000000000
111,台北市,士林區,愛富二街,0,,,,0,,,0,,0,,,全,641521,,0000000000
111,台北市,士林區,愛富三街,0,,,,0,,,0,,0,,,全,641611,,0000000000
105,台北市,松山區,新中街,0,,,,0,,,0,,0,,,全,643351,,0000000000
112,台北市,北投區,新市街,0,,,,0,,,0,,0,,,全,644971,,0000000000
115,台北市,南港區,新民街,0,,,,0,,,0,,0,,,全,645541,,0000000000
112,台北市,北投區,新民路,0,,,,0,,,0,,0,,,全,645601,,0000000000
106,台北市,大安區,新生北路１段,6,1,,,0,,1,0,7,0,,,"單   1號至   7號",646141,,0001000000
100,台北市,中正區,新生北路１段,7,2,,,0,,2,0,34,0,,,"雙   2號至  34號",646141,,0002000000
106,台北市,大安區,新生北路１段,W,0,9,,0,,0,0,,0,,,"　   9巷全",646141,,0009000000
104,台北市,中山區,新生北路１段,3,0,,,0,,9,0,,0,,,"　   9號",646141,,0009000000
104,台北市,中山區,新生北路１段,6,1,,,0,,11,0,9999,0,,,"單  11號以上",646141,,0011000000
104,台北市,中山區,新生北路１段,7,2,,,0,,36,0,9998,0,,,"雙  36號以上",646141,,0036000000
104,台北市,中山區,新生北路２段,0,,,,0,,,0,,0,,,全,646171,,0000000000
104,台北市,中山區,新生北路３段,0,,,,0,,,0,,0,,,全,646201,,0000000000
100,台北市,中正區,新生南路１段,2,2,,,0,,,0,,0,,,雙全,646411,,0000000000
106,台北市,大安區,新生南路１段,1,1,,,0,,,0,,0,,,單全,646411,,0000000000
106,台北市,大安區,新生南路２段,0,,,,0,,,0,,0,,,全,646441,,0000000000
106,台北市,大安區,新生南路３段,0,,,,0,,,0,,0,,,全,646471,,0000000000
112,台北市,北投區,新生巷,0,,,,0,,,0,,0,,,全,646501,,0000000000
112,台北市,北投區,新生街,0,,,,0,,,0,,0,,,全,646621,,0000000000
116,台北市,文山區,新光路１段,0,,,,0,,,0,,0,,,全,647311,,0000000000
116,台北市,文山區,新光路２段,0,,,,0,,,0,,0,,,全,647341,,0000000000
111,台北市,士林區,新安路,0,,,,0,,,0,,0,,,全,648241,,0000000000
114,台北市,內湖區,新明路,0,,,,0,,,0,,0,,,全,649621,,0000000000
105,台北市,松山區,新東街,0,,,,0,,,0,,0,,,全,649711,,0000000000
112,台北市,北投區,新建巷,0,,,,0,,,0,,0,,,全,651061,,0000000000
111,台北市,士林區,新園街,0,,,,0,,,0,,0,,,全,657721,,0000000000
112,台北市,北投區,新興路,0,,,,0,,,0,,0,,,全,661081,,0000000000
106,台北市,大安區,溫州街,0,,,,0,,,0,,0,,,全,667831,,0000000000
112,台北市,北投區,溫泉路,0,,,,0,,,0,,0,,,全,668041,,0000000000
116,台北市,文山區,溪口街,0,,,,0,,,0,,0,,,全,668671,,0000000000
116,台北市,文山區,溪州街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
114,台北市,內湖區,瑞光路,0,,,,0,,,0,,0,,,全,673531,,0000000000
106,台北市,大安區,瑞安街,0,,,,0,,,0,,0,,,全,673711,,0000000000
110,台北市,信義區,瑞雲街,0,,,,0,,,0,,0,,,全,675751,,0000000000
108,台北市,萬華區,萬大路,0,,,,0,,,0,,0,,,全,677101,,0000000000
103,台北市,大同區,萬全街,0,,,,0,,,0,,0,,,全,677461,,0000000000
116,台北市,文山區,萬安街,0,,,,0,,,0,,0,,,全,677551,,0000000000
116,台北市,文山區,萬利街,0,,,,0,,,0,,0,,,全,677941,,0000000000
116,台北市,文山區,萬和街,0,,,,0,,,0,,0,,,全,678061,,0000000000
116,台北市,文山區,萬芳路,0,,,,0,,,0,,0,,,全,678241,,0000000000
108,台北市,萬華區,萬青路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
116,台北市,文山區,萬美街１段,0,,,,0,,,0,,0,,,全,678391,,0000000000
116,台北市,文山區,萬美街２段,0,,,,0,,,0,,0,,,全,678421,,0000000000
116,台北市,文山區,萬盛街,0,,,,0,,,0,,0,,,全,678631,,0000000000
116,台北市,文山區,萬隆街,0,,,,0,,,0,,0,,,全,678931,,0000000000
116,台北市,文山區,萬壽路,0,,,,0,,,0,,0,,,全,679321,,0000000000
116,台北市,文山區,萬寧街,0,,,,0,,,0,,0,,,全,679501,,0000000000
116,台北市,文山區,萬慶街,0,,,,0,,,0,,0,,,全,679741,,0000000000
116,台北市,文山區,萬樂街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
112,台北市,北投區,義方街,0,,,,0,,,0,,0,,,全,682411,,0000000000
112,台北市,北投區,義理街,0,,,,0,,,0,,0,,,全,684181,,0000000000
112,台北市,北投區,聖景路,0,,,,0,,,0,,0,,,全,685351,,0000000000
111,台北市,士林區,葫東街,0,,,,0,,,0,,0,,,全,686071,,0000000000
111,台北市,士林區,葫蘆街,0,,,,0,,,0,,0,,,全,686161,,0000000000
112,台北市,北投區,裕民一路,0,,,,0,,,0,,0,,,全,688051,,0000000000
112,台北市,北投區,裕民二路,0,,,,0,,,0,,0,,,全,688081,,0000000000
112,台北市,北投區,裕民三路,0,,,,0,,,0,,0,,,全,688111,,0000000000
112,台北市,北投區,裕民六路,0,,,,0,,,0,,0,,,全,688171,,0000000000
112,台北市,北投區,裕民四路,0,,,,0,,,0,,0,,,全,688141,,0000000000
116,台北市,文山區,試院路,0,,,,0,,,0,,0,,,全,690571,,0000000000
104,台北市,中山區,農安街,0,,,,0,,,0,,0,,,全,692011,,0000000000
110,台北市,信義區,嘉興街,6,1,,,0,,1,0,317,0,,,"單   1號至 317號",703201,,0001000000
110,台北市,信義區,嘉興街,7,2,,,0,,2,0,328,0,,,"雙   2號至 328號",703201,,0002000000
106,台北市,大安區,嘉興街,6,1,,,0,,319,0,9999,0,,,"單 319號以上",703201,,0319000000
106,台北市,大安區,嘉興街,7,2,,,0,,330,0,9998,0,,,"雙 330號以上",703201,,0330000000
105,台北市,松山區,寧安街,0,,,,0,,,0,,0,,,全,705511,,0000000000
100,台北市,中正區,寧波西街,0,,,,0,,,0,,0,,,全,705541,,0000000000
100,台北市,中正區,寧波東街,0,,,,0,,,0,,0,,,全,705571,,0000000000
103,台北市,大同區,寧夏路,0,,,,0,,,0,,0,,,全,706171,,0000000000
112,台北市,北投區,實踐街,0,,,,0,,,0,,0,,,全,706531,,0000000000
112,台北市,北投區,榮華一路,0,,,,0,,,0,,0,,,全,711901,,0000000000
112,台北市,北投區,榮華二路,0,,,,0,,,0,,0,,,全,711961,,0000000000
112,台北市,北投區,榮華三路,0,,,,0,,,0,,0,,,全,712021,,0000000000
112,台北市,北投區,榮總西區,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
112,台北市,北投區,榮總東區,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
100,台北市,中正區,漢口街１段,0,,,,0,,,0,,0,,,全,713551,,0000000000
108,台北市,萬華區,漢口街２段,0,,,,0,,,0,,0,,,全,713581,,0000000000
108,台北市,萬華區,漢中街,0,,,,0,,,0,,0,,,全,713791,,0000000000
114,台北市,內湖區,碧山路,0,,,,0,,,0,,0,,,全,716821,,0000000000
115,台北市,南港區,福山街,6,1,,,0,,1,0,43,0,,,"單   1號至  43號",718351,,0001000000
115,台北市,南港區,福山街,7,2,,,0,,2,0,56,0,,,"雙   2號至  56號",718351,,0002000000
100,台北市,中正區,福州街,0,,,,0,,,0,,0,,,全,721141,,0000000000
111,台北市,士林區,福志路,0,,,,0,,,0,,0,,,全,721531,,0000000000
111,台北市,士林區,福林路,0,,,,0,,,0,,0,,,全,722161,,0000000000
111,台北市,士林區,福國路,0,,,,0,,,0,,0,,,全,723991,,0000000000
111,台北市,士林區,福港街,0,,,,0,,,0,,0,,,全,724531,,0000000000
111,台北市,士林區,福華路,0,,,,0,,,0,,0,,,全,724591,,0000000000
111,台北市,士林區,福壽街,0,,,,0,,,0,,0,,,全,725791,,0000000000
111,台北市,士林區,福榮街,0,,,,0,,,0,,0,,,全,726061,,0000000000
110,台北市,信義區,福德街,6,1,,,0,,1,0,307,0,,,"單   1號至 307號",726781,,0001000000
110,台北市,信義區,福德街,7,2,,,0,,2,0,308,0,,,"雙   2號至 308號",726781,,0002000000
115,台北市,南港區,福德街,O,1,309,,0,,0,0,9999,0,,,"單 309巷以上",726781,,0309000000
115,台北市,南港區,福德街,Y,2,310,,0,,0,0,0,0,,,"　 310巷雙全",726781,,0310000000
110,台北市,信義區,福德街,o,1,310,0,1,7,0,0,0,0,,,"　 310巷單   1弄至   7弄",726781,,0310001
115,台北市,南港區,福德街,u,1,310,,9,,0,0,9999,0,,,"　 310巷單   9弄以上",726781,,0310009
115,台北市,南港區,福德街,7,2,,,0,,312,0,9998,0,,,"雙 312號以上",726781,,0312000000
111,台北市,士林區,福德路,0,,,,0,,,0,,0,,,全,726841,,0000000000
116,台北市,文山區,福興路,0,,,,0,,,0,,0,,,全,727591,,0000000000
111,台北市,士林區,翠山街,0,,,,0,,,0,,0,,,全,732781,,0000000000
112,台北市,北投區,翠宜路,0,,,,0,,,0,,0,,,全,733021,,0000000000
112,台北市,北投區,翠華街,0,,,,0,,,0,,0,,,全,733201,,0000000000
112,台北市,北投區,翠雲街,0,,,,0,,,0,,0,,,全,733261,,0000000000
112,台北市,北投區,翠嶺路,0,,,,0,,,0,,0,,,全,733351,,0000000000
112,台北市,北投區,銀光巷,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
100,台北市,中正區,銅山街,0,,,,0,,,0,,0,,,全,734551,,0000000000
100,台北市,中正區,齊東街,0,,,,0,,,0,,0,,,全,738721,,0000000000
111,台北市,士林區,劍南路,1,1,,,0,,,0,,0,,,單全,739141,,0000000000
111,台北市,士林區,劍南路,7,2,,,0,,2,0,348,0,,,"雙   2號至 348號",739141,,0002000000
104,台北市,中山區,劍南路,7,2,,,0,,350,0,9998,0,,,"雙 350號以上",739141,,0350000000
111,台北市,士林區,劍潭路,0,,,,0,,,0,,0,,,全,739171,,0000000000
100,台北市,中正區,廣州街,6,1,,,0,,1,0,17,0,,,"單   1號至  17號",740731,,0001000000
100,台北市,中正區,廣州街,7,2,,,0,,2,0,18,0,,,"雙   2號至  18號",740731,,0002000000
108,台北市,萬華區,廣州街,6,1,,,0,,19,0,9999,0,,,"單  19號以上",740731,,0019000000
108,台北市,萬華區,廣州街,7,2,,,0,,20,0,9998,0,,,"雙  20號以上",740731,,0020000000
111,台北市,士林區,德行西路,0,,,,0,,,0,,0,,,全,744871,,0000000000
111,台北市,士林區,德行東路,0,,,,0,,,0,,0,,,全,744901,,0000000000
108,台北市,萬華區,德昌街,0,,,,0,,,0,,0,,,全,745381,,0000000000
104,台北市,中山區,德惠街,0,,,,0,,,0,,0,,,全,746911,,0000000000
105,台北市,松山區,慶城街,0,,,,0,,,0,,0,,,全,749911,,0000000000
104,台北市,中山區,撫順街,6,1,,,0,,1,0,41,0,,,"單   1號至  41號",751051,,0001000000
104,台北市,中山區,撫順街,7,2,,,0,,2,0,34,0,,,"雙   2號至  34號",751051,,0002000000
103,台北市,大同區,撫順街,7,2,,,0,,36,0,9998,0,,,"雙  36號以上",751051,,0036000000
103,台北市,大同區,撫順街,6,1,,,0,,43,0,9999,0,,,"單  43號以上",751051,,0043000000
105,台北市,松山區,撫遠街,0,,,,0,,,0,,0,,,全,751081,,0000000000
116,台北市,文山區,樟新街,0,,,,0,,,0,,0,,,全,751351,,0000000000
106,台北市,大安區,樂利路,0,,,,0,,,0,,0,,,全,752551,,0000000000
106,台北市,大安區,樂業街,0,,,,0,,,0,,0,,,全,752851,,0000000000
100,台北市,中正區,潮州街,9,1,,,0,,1,0,9,1,,,"單   1號至   9號之   1",755701,,0001000000
100,台北市,中正區,潮州街,A,2,,,0,,2,0,20,1,,,"雙   2號至  20號之   1",755701,,0002000000
106,台北市,大安區,潮州街,C,1,,,0,,9,2,9999,0,,,"單   9號之   2以上",755701,,0009000000
106,台北市,大安區,潮州街,7,2,,,0,,22,0,9998,0,,,"雙  22號以上",755701,,0022000000
112,台北市,北投區,稻香路,0,,,,0,,,0,,0,,,全,756871,,0000000000
103,台北市,大同區,鄭州路,0,,,,0,,,0,,0,,,全,760861,,0000000000
112,台北市,北投區,學園路,0,,,,0,,,0,,0,,,全,764191,,0000000000
112,台北市,北投區,樹林路,0,,,,0,,,0,,0,,,全,766981,,0000000000
115,台北市,南港區,興中路,0,,,,0,,,0,,0,,,全,773551,,0000000000
104,台北市,中山區,興安街,6,1,,,0,,1,0,105,0,,,"單   1號至 105號",774631,,0001000000
