# link=https://github.com/ronnywang/postcode
# data_time=2012-09-11
# data_source=http://www.post.gov.tw/post/internet/down/index.html?ID=190108
# description=鄉鎮縣市別稱中英對照
#ZIPCODE,CITYAREA,CITY,AREA,ECITYAREA,ECITY,EAREA,AREA1,RMK
305,新埔鎮,新竹縣,新埔鎮,"Xinpu Township, Hsinchu County","Hsinchu County","Xinpu Township",新埔鎮,
306,新竹關西,新竹縣,關西鎮,"Guanxi Township, Hsinchu County","Hsinchu County","Guanxi Township",關西鎮,
306,竹縣關西,新竹縣,關西鎮,"Guanxi Township, Hsinchu County","Hsinchu County","Guanxi Township",關西鎮,
306,新竹縣關西,新竹縣,關西鎮,"Guanxi Township, Hsinchu County","Hsinchu County","Guanxi Township",關西鎮,
306,新竹關西鎮,新竹縣,關西鎮,"Guanxi Township, Hsinchu County","Hsinchu County","Guanxi Township",關西鎮,
306,竹縣關西鎮,新竹縣,關西鎮,"Guanxi Township, Hsinchu County","Hsinchu County","Guanxi Township",關西鎮,
306,關西鎮,新竹縣,關西鎮,"Guanxi Township, Hsinchu County","Hsinchu County","Guanxi Township",關西鎮,
306,新竹縣關西鎮,新竹縣,關西鎮,"Guanxi Township, Hsinchu County","Hsinchu County","Guanxi Township",關西鎮,
307,新竹芎林鄉,新竹縣,芎林鄉,"Qionglin Township, Hsinchu County","Hsinchu County","Qionglin Township",芎林鄉,
307,新竹縣芎林鄉,新竹縣,芎林鄉,"Qionglin Township, Hsinchu County","Hsinchu County","Qionglin Township",芎林鄉,
307,芎林鄉,新竹縣,芎林鄉,"Qionglin Township, Hsinchu County","Hsinchu County","Qionglin Township",芎林鄉,
307,竹縣芎林鄉,新竹縣,芎林鄉,"Qionglin Township, Hsinchu County","Hsinchu County","Qionglin Township",芎林鄉,
307,新竹芎林,新竹縣,芎林鄉,"Qionglin Township, Hsinchu County","Hsinchu County","Qionglin Township",芎林鄉,
307,新竹縣芎林,新竹縣,芎林鄉,"Qionglin Township, Hsinchu County","Hsinchu County","Qionglin Township",芎林鄉,
307,竹縣芎林,新竹縣,芎林鄉,"Qionglin Township, Hsinchu County","Hsinchu County","Qionglin Township",芎林鄉,
308,竹縣寶山鄉,新竹縣,寶山鄉,"Baoshan Township, Hsinchu County","Hsinchu County","Baoshan Township",寶山鄉,V
308,寶山鄉,新竹縣,寶山鄉,"Baoshan Township, Hsinchu County","Hsinchu County","Baoshan Township",寶山鄉,V
308,新竹縣寶山鄉,新竹縣,寶山鄉,"Baoshan Township, Hsinchu County","Hsinchu County","Baoshan Township",寶山鄉,V
308,新竹寶山鄉,新竹縣,寶山鄉,"Baoshan Township, Hsinchu County","Hsinchu County","Baoshan Township",寶山鄉,V
310,竹東鎮,新竹縣,竹東鎮,"Zhudong Township, Hsinchu County","Hsinchu County","Zhudong Township",竹東鎮,V
310,竹縣竹東鎮,新竹縣,竹東鎮,"Zhudong Township, Hsinchu County","Hsinchu County","Zhudong Township",竹東鎮,V
310,新竹縣竹東鎮,新竹縣,竹東鎮,"Zhudong Township, Hsinchu County","Hsinchu County","Zhudong Township",竹東鎮,V
310,新竹竹東鎮,新竹縣,竹東鎮,"Zhudong Township, Hsinchu County","Hsinchu County","Zhudong Township",竹東鎮,V
311,新竹縣五峰鄉,新竹縣,五峰鄉,"Wufeng Township, Hsinchu County","Hsinchu County","Wufeng Township",五峰鄉,V
311,五峰鄉,新竹縣,五峰鄉,"Wufeng Township, Hsinchu County","Hsinchu County","Wufeng Township",五峰鄉,V
311,竹縣五峰鄉,新竹縣,五峰鄉,"Wufeng Township, Hsinchu County","Hsinchu County","Wufeng Township",五峰鄉,V
311,新竹五峰鄉,新竹縣,五峰鄉,"Wufeng Township, Hsinchu County","Hsinchu County","Wufeng Township",五峰鄉,V
312,竹縣橫山鄉,新竹縣,橫山鄉,"Hengshan Township, Hsinchu County","Hsinchu County","Hengshan Township",橫山鄉,V
312,新竹橫山鄉,新竹縣,橫山鄉,"Hengshan Township, Hsinchu County","Hsinchu County","Hengshan Township",橫山鄉,V
312,橫山鄉,新竹縣,橫山鄉,"Hengshan Township, Hsinchu County","Hsinchu County","Hengshan Township",橫山鄉,V
312,新竹縣橫山鄉,新竹縣,橫山鄉,"Hengshan Township, Hsinchu County","Hsinchu County","Hengshan Township",橫山鄉,V
313,新竹縣尖石鄉,新竹縣,尖石鄉,"Jianshi Township, Hsinchu County","Hsinchu County","Jianshi Township",尖石鄉,V
313,尖石鄉,新竹縣,尖石鄉,"Jianshi Township, Hsinchu County","Hsinchu County","Jianshi Township",尖石鄉,V
313,新竹尖石鄉,新竹縣,尖石鄉,"Jianshi Township, Hsinchu County","Hsinchu County","Jianshi Township",尖石鄉,V
313,竹縣尖石鄉,新竹縣,尖石鄉,"Jianshi Township, Hsinchu County","Hsinchu County","Jianshi Township",尖石鄉,V
314,新竹縣北埔鄉,新竹縣,北埔鄉,"Beipu Township, Hsinchu County","Hsinchu County","Beipu Township",北埔鄉,V
314,北埔鄉,新竹縣,北埔鄉,"Beipu Township, Hsinchu County","Hsinchu County","Beipu Township",北埔鄉,V
314,新竹北埔鄉,新竹縣,北埔鄉,"Beipu Township, Hsinchu County","Hsinchu County","Beipu Township",北埔鄉,V
314,竹縣北埔鄉,新竹縣,北埔鄉,"Beipu Township, Hsinchu County","Hsinchu County","Beipu Township",北埔鄉,V
315,新竹縣峨眉鄉,新竹縣,峨眉鄉,"Emei Township, Hsinchu County","Hsinchu County","Emei Township",峨眉鄉,V
315,峨眉鄉,新竹縣,峨眉鄉,"Emei Township, Hsinchu County","Hsinchu County","Emei Township",峨眉鄉,V
315,新竹峨眉鄉,新竹縣,峨眉鄉,"Emei Township, Hsinchu County","Hsinchu County","Emei Township",峨眉鄉,V
315,竹縣峨眉鄉,新竹縣,峨眉鄉,"Emei Township, Hsinchu County","Hsinchu County","Emei Township",峨眉鄉,V
320,桃園縣中壢,桃園縣,中壢市,"Zhongli City, Taoyuan County","Taoyuan County","Zhongli City",中壢市,
320,桃縣中壢,桃園縣,中壢市,"Zhongli City, Taoyuan County","Taoyuan County","Zhongli City",中壢市,
320,桃園中壢,桃園縣,中壢市,"Zhongli City, Taoyuan County","Taoyuan County","Zhongli City",中壢市,
320,桃園縣中壢市,桃園縣,中壢市,"Zhongli City, Taoyuan County","Taoyuan County","Zhongli City",中壢市,
320,中壢市,桃園縣,中壢市,"Zhongli City, Taoyuan County","Taoyuan County","Zhongli City",中壢市,
320,桃縣中壢市,桃園縣,中壢市,"Zhongli City, Taoyuan County","Taoyuan County","Zhongli City",中壢市,
320,桃園中壢市,桃園縣,中壢市,"Zhongli City, Taoyuan County","Taoyuan County","Zhongli City",中壢市,
320,中壢,桃園縣,中壢市,"Zhongli City, Taoyuan County","Taoyuan County","Zhongli City",中壢市,
324,桃縣平鎮市,桃園縣,平鎮市,"Pingzhen City, Taoyuan County","Taoyuan County","Pingzhen City",平鎮市,V
324,桃園平鎮市,桃園縣,平鎮市,"Pingzhen City, Taoyuan County","Taoyuan County","Pingzhen City",平鎮市,V
324,平鎮市,桃園縣,平鎮市,"Pingzhen City, Taoyuan County","Taoyuan County","Pingzhen City",平鎮市,V
324,桃園縣平鎮,桃園縣,平鎮市,"Pingzhen City, Taoyuan County","Taoyuan County","Pingzhen City",平鎮市,V
324,桃園平鎮,桃園縣,平鎮市,"Pingzhen City, Taoyuan County","Taoyuan County","Pingzhen City",平鎮市,V
324,桃縣平鎮,桃園縣,平鎮市,"Pingzhen City, Taoyuan County","Taoyuan County","Pingzhen City",平鎮市,V
324,桃園縣平鎮市,桃園縣,平鎮市,"Pingzhen City, Taoyuan County","Taoyuan County","Pingzhen City",平鎮市,V
325,桃縣龍潭,桃園縣,龍潭鄉,"Longtan Township, Taoyuan County","Taoyuan County","Longtan Township",龍潭鄉,
325,桃園龍潭,桃園縣,龍潭鄉,"Longtan Township, Taoyuan County","Taoyuan County","Longtan Township",龍潭鄉,
325,桃園縣龍潭,桃園縣,龍潭鄉,"Longtan Township, Taoyuan County","Taoyuan County","Longtan Township",龍潭鄉,
325,桃園龍潭鄉,桃園縣,龍潭鄉,"Longtan Township, Taoyuan County","Taoyuan County","Longtan Township",龍潭鄉,
325,桃縣龍潭鄉,桃園縣,龍潭鄉,"Longtan Township, Taoyuan County","Taoyuan County","Longtan Township",龍潭鄉,
325,龍潭鄉,桃園縣,龍潭鄉,"Longtan Township, Taoyuan County","Taoyuan County","Longtan Township",龍潭鄉,
325,桃園縣龍潭鄉,桃園縣,龍潭鄉,"Longtan Township, Taoyuan County","Taoyuan County","Longtan Township",龍潭鄉,
326,楊梅,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
326,桃園楊梅,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
326,桃縣楊梅,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
326,桃園縣楊梅,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
326,桃園縣楊梅鎮,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
326,楊梅鎮,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
326,桃縣楊梅鎮,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
326,桃園楊梅鎮,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
326,桃園縣楊梅市,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
326,楊梅市,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
326,桃縣楊梅市,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
326,桃園楊梅市,桃園縣,楊梅市,"Yangmei City, Taoyuan County","Taoyuan County","Yangmei City",楊梅市,
327,桃園縣新屋鄉,桃園縣,新屋鄉,"Xinwu Township, Taoyuan County","Taoyuan County","Xinwu Township",新屋鄉,V
327,桃縣新屋鄉,桃園縣,新屋鄉,"Xinwu Township, Taoyuan County","Taoyuan County","Xinwu Township",新屋鄉,V
327,桃園新屋鄉,桃園縣,新屋鄉,"Xinwu Township, Taoyuan County","Taoyuan County","Xinwu Township",新屋鄉,V
327,新屋鄉,桃園縣,新屋鄉,"Xinwu Township, Taoyuan County","Taoyuan County","Xinwu Township",新屋鄉,V
328,桃園觀音鄉,桃園縣,觀音鄉,"Guanyin Township, Taoyuan County","Taoyuan County","Guanyin Township",觀音鄉,V
328,桃縣觀音鄉,桃園縣,觀音鄉,"Guanyin Township, Taoyuan County","Taoyuan County","Guanyin Township",觀音鄉,V
328,桃園縣觀音鄉,桃園縣,觀音鄉,"Guanyin Township, Taoyuan County","Taoyuan County","Guanyin Township",觀音鄉,V
328,觀音鄉,桃園縣,觀音鄉,"Guanyin Township, Taoyuan County","Taoyuan County","Guanyin Township",觀音鄉,V
330,桃園縣桃園市,桃園縣,桃園市,"Taoyuan City, Taoyuan County","Taoyuan County","Taoyuan City",桃園市,
330,桃縣桃市,桃園縣,桃園市,"Taoyuan City, Taoyuan County","Taoyuan County","Taoyuan City",桃園市,
330,桃縣桃園市,桃園縣,桃園市,"Taoyuan City, Taoyuan County","Taoyuan County","Taoyuan City",桃園市,
330,桃園市,桃園縣,桃園市,"Taoyuan City, Taoyuan County","Taoyuan County","Taoyuan City",桃園市,
330,桃園縣桃園,桃園縣,桃園市,"Taoyuan City, Taoyuan County","Taoyuan County","Taoyuan City",桃園市,
330,桃市,桃園縣,桃園市,"Taoyuan City, Taoyuan County","Taoyuan County","Taoyuan City",桃園市,
333,桃縣龜山鄉,桃園縣,龜山鄉,"Guishan Township, Taoyuan County","Taoyuan County","Guishan Township",龜山鄉,V
333,桃園龜山鄉,桃園縣,龜山鄉,"Guishan Township, Taoyuan County","Taoyuan County","Guishan Township",龜山鄉,V
333,桃園縣龜山鄉,桃園縣,龜山鄉,"Guishan Township, Taoyuan County","Taoyuan County","Guishan Township",龜山鄉,V
333,龜山鄉,桃園縣,龜山鄉,"Guishan Township, Taoyuan County","Taoyuan County","Guishan Township",龜山鄉,V
334,桃縣八德,桃園縣,八德市,"Bade City, Taoyuan County","Taoyuan County","Bade City",八德市,
334,桃園八德,桃園縣,八德市,"Bade City, Taoyuan County","Taoyuan County","Bade City",八德市,
334,桃園縣八德,桃園縣,八德市,"Bade City, Taoyuan County","Taoyuan County","Bade City",八德市,
334,桃園縣八德市,桃園縣,八德市,"Bade City, Taoyuan County","Taoyuan County","Bade City",八德市,
334,八德市,桃園縣,八德市,"Bade City, Taoyuan County","Taoyuan County","Bade City",八德市,
334,桃縣八德市,桃園縣,八德市,"Bade City, Taoyuan County","Taoyuan County","Bade City",八德市,
334,桃園八德市,桃園縣,八德市,"Bade City, Taoyuan County","Taoyuan County","Bade City",八德市,
335,大溪鎮,桃園縣,大溪鎮,"Daxi Township, Taoyuan County","Taoyuan County","Daxi Township",大溪鎮,V
335,桃園縣大溪鎮,桃園縣,大溪鎮,"Daxi Township, Taoyuan County","Taoyuan County","Daxi Township",大溪鎮,V
335,桃縣大溪鎮,桃園縣,大溪鎮,"Daxi Township, Taoyuan County","Taoyuan County","Daxi Township",大溪鎮,V
335,桃園大溪鎮,桃園縣,大溪鎮,"Daxi Township, Taoyuan County","Taoyuan County","Daxi Township",大溪鎮,V
336,桃園復興鄉,桃園縣,復興鄉,"Fuxing Township, Taoyuan County","Taoyuan County","Fuxing Township",復興鄉,
336,桃縣復興鄉,桃園縣,復興鄉,"Fuxing Township, Taoyuan County","Taoyuan County","Fuxing Township",復興鄉,
336,復興鄉,桃園縣,復興鄉,"Fuxing Township, Taoyuan County","Taoyuan County","Fuxing Township",復興鄉,
336,桃縣復興,桃園縣,復興鄉,"Fuxing Township, Taoyuan County","Taoyuan County","Fuxing Township",復興鄉,
336,桃園復興,桃園縣,復興鄉,"Fuxing Township, Taoyuan County","Taoyuan County","Fuxing Township",復興鄉,
336,桃園縣復興,桃園縣,復興鄉,"Fuxing Township, Taoyuan County","Taoyuan County","Fuxing Township",復興鄉,
336,桃園縣復興鄉,桃園縣,復興鄉,"Fuxing Township, Taoyuan County","Taoyuan County","Fuxing Township",復興鄉,
337,桃園縣大園鄉,桃園縣,大園鄉,"Dayuan Township, Taoyuan County","Taoyuan County","Dayuan Township",大園鄉,V
337,大園鄉,桃園縣,大園鄉,"Dayuan Township, Taoyuan County","Taoyuan County","Dayuan Township",大園鄉,V
337,桃縣大園鄉,桃園縣,大園鄉,"Dayuan Township, Taoyuan County","Taoyuan County","Dayuan Township",大園鄉,V
337,桃園大園鄉,桃園縣,大園鄉,"Dayuan Township, Taoyuan County","Taoyuan County","Dayuan Township",大園鄉,V
338,桃縣蘆竹鄉,桃園縣,蘆竹鄉,"Luzhu Township, Taoyuan County","Taoyuan County","Luzhu Township",蘆竹鄉,V
338,桃園蘆竹鄉,桃園縣,蘆竹鄉,"Luzhu Township, Taoyuan County","Taoyuan County","Luzhu Township",蘆竹鄉,V
338,桃園縣蘆竹鄉,桃園縣,蘆竹鄉,"Luzhu Township, Taoyuan County","Taoyuan County","Luzhu Township",蘆竹鄉,V
338,蘆竹鄉,桃園縣,蘆竹鄉,"Luzhu Township, Taoyuan County","Taoyuan County","Luzhu Township",蘆竹鄉,V
350,竹南鎮,苗栗縣,竹南鎮,"Zhunan Township, Miaoli County","Miaoli County","Zhunan Township",竹南鎮,V
350,苗栗縣竹南鎮,苗栗縣,竹南鎮,"Zhunan Township, Miaoli County","Miaoli County","Zhunan Township",竹南鎮,V
350,苗栗竹南鎮,苗栗縣,竹南鎮,"Zhunan Township, Miaoli County","Miaoli County","Zhunan Township",竹南鎮,V
350,苗縣竹南鎮,苗栗縣,竹南鎮,"Zhunan Township, Miaoli County","Miaoli County","Zhunan Township",竹南鎮,V
351,頭份鎮,苗栗縣,頭份鎮,"Toufen Township, Miaoli County","Miaoli County","Toufen Township",頭份鎮,V
351,苗縣頭份鎮,苗栗縣,頭份鎮,"Toufen Township, Miaoli County","Miaoli County","Toufen Township",頭份鎮,V
351,苗栗頭份鎮,苗栗縣,頭份鎮,"Toufen Township, Miaoli County","Miaoli County","Toufen Township",頭份鎮,V
351,苗栗縣頭份鎮,苗栗縣,頭份鎮,"Toufen Township, Miaoli County","Miaoli County","Toufen Township",頭份鎮,V
352,苗栗三灣鄉,苗栗縣,三灣鄉,"Sanwan Township, Miaoli County","Miaoli County","Sanwan Township",三灣鄉,V
352,苗栗縣三灣鄉,苗栗縣,三灣鄉,"Sanwan Township, Miaoli County","Miaoli County","Sanwan Township",三灣鄉,V
352,苗縣三灣鄉,苗栗縣,三灣鄉,"Sanwan Township, Miaoli County","Miaoli County","Sanwan Township",三灣鄉,V
352,三灣鄉,苗栗縣,三灣鄉,"Sanwan Township, Miaoli County","Miaoli County","Sanwan Township",三灣鄉,V
353,苗栗縣南庄鄉,苗栗縣,南庄鄉,"Nanzhuang Township, Miaoli County","Miaoli County","Nanzhuang Township",南庄鄉,V
353,苗縣南莊鄉,苗栗縣,南庄鄉,"Nanzhuang Township, Miaoli County","Miaoli County","Nanzhuang Township",南庄鄉,V
353,苗栗南庄鄉,苗栗縣,南庄鄉,"Nanzhuang Township, Miaoli County","Miaoli County","Nanzhuang Township",南庄鄉,V
353,南庄鄉,苗栗縣,南庄鄉,"Nanzhuang Township, Miaoli County","Miaoli County","Nanzhuang Township",南庄鄉,V
353,南莊鄉,苗栗縣,南庄鄉,"Nanzhuang Township, Miaoli County","Miaoli County","Nanzhuang Township",南庄鄉,V
353,苗縣南庄鄉,苗栗縣,南庄鄉,"Nanzhuang Township, Miaoli County","Miaoli County","Nanzhuang Township",南庄鄉,V
353,苗栗南莊鄉,苗栗縣,南庄鄉,"Nanzhuang Township, Miaoli County","Miaoli County","Nanzhuang Township",南庄鄉,V
353,苗栗縣南莊鄉,苗栗縣,南庄鄉,"Nanzhuang Township, Miaoli County","Miaoli County","Nanzhuang Township",南庄鄉,V
354,苗栗獅潭,苗栗縣,獅潭鄉,"Shitan Township, Miaoli County","Miaoli County","Shitan Township",獅潭鄉,
354,苗栗縣獅潭,苗栗縣,獅潭鄉,"Shitan Township, Miaoli County","Miaoli County","Shitan Township",獅潭鄉,
354,苗栗縣獅潭鄉,苗栗縣,獅潭鄉,"Shitan Township, Miaoli County","Miaoli County","Shitan Township",獅潭鄉,
354,苗縣獅潭鄉,苗栗縣,獅潭鄉,"Shitan Township, Miaoli County","Miaoli County","Shitan Township",獅潭鄉,
354,獅潭鄉,苗栗縣,獅潭鄉,"Shitan Township, Miaoli County","Miaoli County","Shitan Township",獅潭鄉,
354,苗縣獅潭,苗栗縣,獅潭鄉,"Shitan Township, Miaoli County","Miaoli County","Shitan Township",獅潭鄉,
354,苗栗獅潭鄉,苗栗縣,獅潭鄉,"Shitan Township, Miaoli County","Miaoli County","Shitan Township",獅潭鄉,
356,後龍鎮,苗栗縣,後龍鎮,"Houlong Township, Miaoli County","Miaoli County","Houlong Township",後龍鎮,V
356,苗栗縣後龍鎮,苗栗縣,後龍鎮,"Houlong Township, Miaoli County","Miaoli County","Houlong Township",後龍鎮,V
356,苗栗後龍鎮,苗栗縣,後龍鎮,"Houlong Township, Miaoli County","Miaoli County","Houlong Township",後龍鎮,V
356,苗縣後龍鎮,苗栗縣,後龍鎮,"Houlong Township, Miaoli County","Miaoli County","Houlong Township",後龍鎮,V
357,苗縣通霄,苗栗縣,通霄鎮,"Tongxiao Township, Miaoli County","Miaoli County","Tongxiao Township",通霄鎮,
357,苗栗通霄,苗栗縣,通霄鎮,"Tongxiao Township, Miaoli County","Miaoli County","Tongxiao Township",通霄鎮,
357,苗栗縣通霄,苗栗縣,通霄鎮,"Tongxiao Township, Miaoli County","Miaoli County","Tongxiao Township",通霄鎮,
357,苗栗縣通霄鎮,苗栗縣,通霄鎮,"Tongxiao Township, Miaoli County","Miaoli County","Tongxiao Township",通霄鎮,
357,通霄鎮,苗栗縣,通霄鎮,"Tongxiao Township, Miaoli County","Miaoli County","Tongxiao Township",通霄鎮,
357,苗縣通霄鎮,苗栗縣,通霄鎮,"Tongxiao Township, Miaoli County","Miaoli County","Tongxiao Township",通霄鎮,
357,苗栗通霄鎮,苗栗縣,通霄鎮,"Tongxiao Township, Miaoli County","Miaoli County","Tongxiao Township",通霄鎮,
358,苑裡,苗栗縣,苑裡鎮,"Yuanli Township, Miaoli County","Miaoli County","Yuanli Township",苑裡鎮,
358,苗縣苑裡,苗栗縣,苑裡鎮,"Yuanli Township, Miaoli County","Miaoli County","Yuanli Township",苑裡鎮,
358,苗栗縣苑裡,苗栗縣,苑裡鎮,"Yuanli Township, Miaoli County","Miaoli County","Yuanli Township",苑裡鎮,
358,苑裡鎮,苗栗縣,苑裡鎮,"Yuanli Township, Miaoli County","Miaoli County","Yuanli Township",苑裡鎮,
358,苗栗縣苑裡鎮,苗栗縣,苑裡鎮,"Yuanli Township, Miaoli County","Miaoli County","Yuanli Township",苑裡鎮,
358,苗栗苑裡,苗栗縣,苑裡鎮,"Yuanli Township, Miaoli County","Miaoli County","Yuanli Township",苑裡鎮,
358,苗栗苑裡鎮,苗栗縣,苑裡鎮,"Yuanli Township, Miaoli County","Miaoli County","Yuanli Township",苑裡鎮,
358,苗縣苑裡鎮,苗栗縣,苑裡鎮,"Yuanli Township, Miaoli County","Miaoli County","Yuanli Township",苑裡鎮,
360,苗栗縣苗栗,苗栗縣,苗栗市,"Miaoli City, Miaoli County","Miaoli County","Miaoli City",苗栗市,
360,苗縣苗栗,苗栗縣,苗栗市,"Miaoli City, Miaoli County","Miaoli County","Miaoli City",苗栗市,
360,苗栗縣苗栗市,苗栗縣,苗栗市,"Miaoli City, Miaoli County","Miaoli County","Miaoli City",苗栗市,
360,苗縣苗市,苗栗縣,苗栗市,"Miaoli City, Miaoli County","Miaoli County","Miaoli City",苗栗市,
360,苗縣苗栗市,苗栗縣,苗栗市,"Miaoli City, Miaoli County","Miaoli County","Miaoli City",苗栗市,
360,苗栗市,苗栗縣,苗栗市,"Miaoli City, Miaoli County","Miaoli County","Miaoli City",苗栗市,
360,苗市,苗栗縣,苗栗市,"Miaoli City, Miaoli County","Miaoli County","Miaoli City",苗栗市,
361,造橋鄉,苗栗縣,造橋鄉,"Zaoqiao Township, Miaoli County","Miaoli County","Zaoqiao Township",造橋鄉,
361,苗栗造橋鄉,苗栗縣,造橋鄉,"Zaoqiao Township, Miaoli County","Miaoli County","Zaoqiao Township",造橋鄉,
361,苗縣造橋鄉,苗栗縣,造橋鄉,"Zaoqiao Township, Miaoli County","Miaoli County","Zaoqiao Township",造橋鄉,
361,苗縣造橋,苗栗縣,造橋鄉,"Zaoqiao Township, Miaoli County","Miaoli County","Zaoqiao Township",造橋鄉,
361,苗栗造橋,苗栗縣,造橋鄉,"Zaoqiao Township, Miaoli County","Miaoli County","Zaoqiao Township",造橋鄉,
361,苗栗縣造橋,苗栗縣,造橋鄉,"Zaoqiao Township, Miaoli County","Miaoli County","Zaoqiao Township",造橋鄉,
361,苗栗縣造橋鄉,苗栗縣,造橋鄉,"Zaoqiao Township, Miaoli County","Miaoli County","Zaoqiao Township",造橋鄉,
361,造橋,苗栗縣,造橋鄉,"Zaoqiao Township, Miaoli County","Miaoli County","Zaoqiao Township",造橋鄉,
362,苗縣頭屋,苗栗縣,頭屋鄉,"Touwu Township, Miaoli County","Miaoli County","Touwu Township",頭屋鄉,
362,苗栗頭屋,苗栗縣,頭屋鄉,"Touwu Township, Miaoli County","Miaoli County","Touwu Township",頭屋鄉,
362,苗栗縣頭屋,苗栗縣,頭屋鄉,"Touwu Township, Miaoli County","Miaoli County","Touwu Township",頭屋鄉,
362,苗縣頭屋鄉,苗栗縣,頭屋鄉,"Touwu Township, Miaoli County","Miaoli County","Touwu Township",頭屋鄉,
362,苗栗頭屋鄉,苗栗縣,頭屋鄉,"Touwu Township, Miaoli County","Miaoli County","Touwu Township",頭屋鄉,
362,苗栗縣頭屋鄉,苗栗縣,頭屋鄉,"Touwu Township, Miaoli County","Miaoli County","Touwu Township",頭屋鄉,
362,頭屋鄉,苗栗縣,頭屋鄉,"Touwu Township, Miaoli County","Miaoli County","Touwu Township",頭屋鄉,
362,頭屋,苗栗縣,頭屋鄉,"Touwu Township, Miaoli County","Miaoli County","Touwu Township",頭屋鄉,
363,苗栗公館,苗栗縣,公館鄉,"Gongguan Township, Miaoli County","Miaoli County","Gongguan Township",公館鄉,
363,苗縣公館,苗栗縣,公館鄉,"Gongguan Township, Miaoli County","Miaoli County","Gongguan Township",公館鄉,
363,苗栗縣公館,苗栗縣,公館鄉,"Gongguan Township, Miaoli County","Miaoli County","Gongguan Township",公館鄉,
363,苗栗縣公館鄉,苗栗縣,公館鄉,"Gongguan Township, Miaoli County","Miaoli County","Gongguan Township",公館鄉,
363,公館鄉,苗栗縣,公館鄉,"Gongguan Township, Miaoli County","Miaoli County","Gongguan Township",公館鄉,
363,苗栗公館鄉,苗栗縣,公館鄉,"Gongguan Township, Miaoli County","Miaoli County","Gongguan Township",公館鄉,
363,苗縣公館鄉,苗栗縣,公館鄉,"Gongguan Township, Miaoli County","Miaoli County","Gongguan Township",公館鄉,
364,苗栗大湖,苗栗縣,大湖鄉,"Dahu Township, Miaoli County","Miaoli County","Dahu Township",大湖鄉,
364,苗縣大湖,苗栗縣,大湖鄉,"Dahu Township, Miaoli County","Miaoli County","Dahu Township",大湖鄉,
364,苗栗縣大湖,苗栗縣,大湖鄉,"Dahu Township, Miaoli County","Miaoli County","Dahu Township",大湖鄉,
364,苗栗縣大湖鄉,苗栗縣,大湖鄉,"Dahu Township, Miaoli County","Miaoli County","Dahu Township",大湖鄉,
364,大湖鄉,苗栗縣,大湖鄉,"Dahu Township, Miaoli County","Miaoli County","Dahu Township",大湖鄉,
364,苗栗大湖鄉,苗栗縣,大湖鄉,"Dahu Township, Miaoli County","Miaoli County","Dahu Township",大湖鄉,
364,苗縣大湖鄉,苗栗縣,大湖鄉,"Dahu Township, Miaoli County","Miaoli County","Dahu Township",大湖鄉,
365,苗栗泰安,苗栗縣,泰安鄉,"Tai’an Township, Miaoli County","Miaoli County","Tai’an Township",泰安鄉,
365,苗栗縣泰安,苗栗縣,泰安鄉,"Tai’an Township, Miaoli County","Miaoli County","Tai’an Township",泰安鄉,
365,苗栗縣泰安鄉,苗栗縣,泰安鄉,"Tai’an Township, Miaoli County","Miaoli County","Tai’an Township",泰安鄉,
365,泰安鄉,苗栗縣,泰安鄉,"Tai’an Township, Miaoli County","Miaoli County","Tai’an Township",泰安鄉,
365,苗栗泰安鄉,苗栗縣,泰安鄉,"Tai’an Township, Miaoli County","Miaoli County","Tai’an Township",泰安鄉,
365,苗縣泰安,苗栗縣,泰安鄉,"Tai’an Township, Miaoli County","Miaoli County","Tai’an Township",泰安鄉,
365,苗縣泰安鄉,苗栗縣,泰安鄉,"Tai’an Township, Miaoli County","Miaoli County","Tai’an Township",泰安鄉,
366,苗栗縣銅鑼鄉,苗栗縣,銅鑼鄉,"Tongluo Township, Miaoli County","Miaoli County","Tongluo Township",銅鑼鄉,V
366,苗栗銅鑼鄉,苗栗縣,銅鑼鄉,"Tongluo Township, Miaoli County","Miaoli County","Tongluo Township",銅鑼鄉,V
366,苗縣銅鑼鄉,苗栗縣,銅鑼鄉,"Tongluo Township, Miaoli County","Miaoli County","Tongluo Township",銅鑼鄉,V
366,銅鑼鄉,苗栗縣,銅鑼鄉,"Tongluo Township, Miaoli County","Miaoli County","Tongluo Township",銅鑼鄉,V
